Name	frame_num	pts_tracked	pts_added	loop_time	track_time	mgmt_time
Harris	340	50	0	43.0003	42.9911	0.004708
Harris	341	49	1	119.704	40.6199	79.0788
Harris	342	50	0	40.0639	40.0537	0.005375
Harris	343	50	0	42.6136	42.6051	0.004
Harris	344	48	2	122.234	44.4519	77.777
Harris	345	48	2	120.566	41.8145	78.7465
Harris	346	48	2	123.762	44.1722	79.5844
Harris	347	49	1	119.867	40.0471	79.8142
Harris	348	50	0	39.9803	39.9706	0.005417
Harris	349	50	0	40.7141	40.7062	0.003959
Harris	350	50	0	41.3966	41.3873	0.005
Harris	351	50	0	39.509	39.5001	0.004667
Harris	352	50	0	40.838	40.8296	0.004208
Harris	353	50	0	40.3806	40.3713	0.004416
Harris	354	50	0	40.5962	40.5866	0.004583
Harris	355	50	0	40.9744	40.9655	0.003958
Harris	356	50	0	40.5143	40.5034	0.006291
Harris	357	50	0	40.1873	40.1788	0.003958
Harris	358	50	0	42.5466	42.5387	0.003917
Harris	359	49	1	121.305	41.4589	79.8403
Harris	360	49	1	118.034	40.0851	77.9431
Harris	361	49	1	118.875	39.8803	78.9885
Harris	362	50	0	41.8447	41.8325	0.007042
Harris	363	50	0	42.3689	42.3609	0.003666
Harris	364	50	0	40.2757	40.267	0.004291
Harris	365	36	14	141.691	58.2479	83.4375
Harris	366	28	22	123.389	43.873	79.5112
Harris	367	33	17	118.75	39.294	79.4511
Harris	368	40	10	116.992	39.0551	77.9312
Harris	369	45	5	118.567	39.5216	79.0402
Harris	370	48	2	119.839	39.9694	79.8632
Harris	371	49	1	119.67	40.0049	79.6591
Harris	372	50	0	40.2202	40.2103	0.005375
Harris	373	50	0	40.5923	40.583	0.004666
Harris	374	50	0	41.4427	41.4332	0.005
Harris	375	50	0	40.7071	40.6966	0.005166
Harris	376	50	0	41.1493	41.14	0.004834
Harris	377	50	0	40.9124	40.9032	0.004208
Harris	378	50	0	41.9261	41.9173	0.004334
Harris	379	50	0	41.3538	41.3462	0.003667
Harris	380	50	0	41.0846	41.0761	0.004417
Harris	381	50	0	41.0011	40.9926	0.003875
Harris	382	50	0	40.8392	40.8304	0.004167
Harris	383	50	0	40.9142	40.9048	0.004583
Harris	384	50	0	40.1195	40.1112	0.003875
Harris	385	50	0	40.6767	40.6676	0.00475
Harris	386	48	2	118.948	40.1394	78.8032
Harris	387	49	1	119.365	39.633	79.7262
Harris	388	50	0	39.6679	39.6585	0.004833
Harris	389	50	0	40.0527	40.0445	0.003458
Harris	390	50	0	40.5108	40.5002	0.005667
Harris	391	50	0	39.3121	39.3036	0.004083
Harris	392	50	0	39.8019	39.7924	0.005208
Harris	393	50	0	40.2819	40.2729	0.003959
Harris	394	50	0	41.9467	41.9378	0.004292
Harris	395	50	0	40.9461	40.9373	0.004375
Harris	396	50	0	39.6195	39.611	0.004125
Harris	397	50	0	40.5408	40.5324	0.003917
Harris	398	50	0	40.4183	40.4096	0.004375
Harris	399	50	0	40.3492	40.3387	0.005667
Harris	400	50	0	40.5135	40.5051	0.003958
Harris	401	50	0	39.9245	39.9164	0.003666
Harris	402	50	0	41.0801	41.0685	0.005958
Harris	403	50	0	39.8426	39.8345	0.0035
Harris	404	50	0	39.6712	39.6622	0.004125
Harris	405	50	0	40.4318	40.4229	0.003959
Harris	406	50	0	39.7662	39.7562	0.005458
Harris	407	50	0	39.6085	39.6006	0.003708
Harris	408	50	0	39.9932	39.9845	0.004333
Harris	409	50	0	40.0912	40.0828	0.003958
Harris	410	50	0	40.4207	40.4114	0.004833
Harris	411	50	0	39.6027	39.5945	0.003583
Harris	412	50	0	40.33	40.3209	0.004541
Harris	413	50	0	39.8877	39.8802	0.003458
Harris	414	50	0	40.2974	40.2883	0.004625
Harris	415	50	0	40.1978	40.1899	0.003958
Harris	416	50	0	41.0256	41.0164	0.004541
Harris	417	50	0	40.0398	40.0315	0.003958
Harris	418	50	0	40.5183	40.5101	0.003875
Harris	419	50	0	39.2328	39.2251	0.00375
Harris	420	50	0	40.2319	40.2232	0.004208
Harris	421	50	0	39.9822	39.9739	0.003666
Harris	422	50	0	39.6464	39.6374	0.004167
Harris	423	50	0	40.019	40.0096	0.004291
Harris	424	50	0	39.693	39.6842	0.00475
Harris	425	50	0	40.0806	40.071	0.004792
Harris	426	50	0	39.6725	39.6637	0.004291
Harris	427	50	0	39.1389	39.1297	0.004375
Harris	428	50	0	40.4258	40.4172	0.00425
Harris	429	50	0	39.3934	39.3848	0.004167
Harris	430	50	0	39.5874	39.5795	0.003916
Harris	431	50	0	39.4762	39.468	0.004125
Harris	432	50	0	39.7599	39.7503	0.004916
Harris	433	50	0	39.3105	39.3023	0.003833
Harris	434	50	0	39.3342	39.3238	0.005708
Harris	435	50	0	39.4922	39.4841	0.003917
Harris	436	50	0	39.8415	39.8334	0.00425
Harris	437	50	0	39.8507	39.8415	0.0045
Harris	438	50	0	40.839	40.8287	0.005917
Harris	439	50	0	41.1068	41.0984	0.004083
Harris	440	50	0	40.8117	40.8033	0.003791
Harris	441	50	0	41.1605	41.1521	0.003833
Harris	442	50	0	41.324	41.3154	0.004333
Harris	443	50	0	42.406	42.3981	0.003458
Harris	444	50	0	42.1233	42.1139	0.005125
Harris	445	45	5	124.091	45.2424	78.8419
Harris	446	46	4	123.39	43.5164	79.8674
Harris	447	46	4	120.386	40.9674	79.4127
Harris	448	48	2	119.929	42.1144	77.8092
Harris	449	49	1	120.543	41.7098	78.8269
Harris	450	49	1	123.641	43.9809	79.6552
Harris	451	50	0	45.877	45.8678	0.004667
Harris	452	50	0	44.9948	44.9864	0.003958
Harris	453	50	0	43.9259	43.9175	0.003791
Harris	454	50	0	45.2494	45.2407	0.004333
Harris	455	50	0	43.7417	43.7334	0.003708
Harris	456	50	0	43.8289	43.8201	0.004417
Harris	457	50	0	42.6431	42.635	0.003709
Harris	458	50	0	43.9785	43.9699	0.003833
Harris	459	50	0	46.4924	46.4842	0.003958
