Name	frame_num	pts_tracked	loop_time	track_time
Harris	177	5	5.24509	5.23884
Harris	178	5	6.62771	6.61783
Harris	179	5	5.99784	5.98809
Harris	180	5	5.34067	5.33476
Harris	181	5	5.36851	5.36205
Harris	182	5	5.4823	5.47672
Harris	183	5	5.77305	5.76375
Harris	184	5	5.47463	5.46859
Harris	185	5	5.33172	5.32538
Harris	186	5	5.44909	5.44334
Harris	187	5	6.93191	6.91937
Harris	188	5	5.90088	5.89063
Harris	189	5	5.61838	5.61213
Harris	190	5	5.6023	5.59567
Harris	191	5	5.41713	5.40996
Harris	192	5	5.83992	5.83109
Harris	193	5	5.50259	5.49646
Harris	194	5	5.28638	5.28138
Harris	195	5	6.69025	6.68004
Harris	196	5	5.73617	5.72596
Harris	197	5	5.12568	5.11938
Harris	198	5	5.18826	5.18267
Harris	199	5	5.4998	5.49301
Harris	200	5	5.8995	5.89059
Harris	201	5	5.11351	5.10713
Harris	202	5	8.6444	8.63832
Harris	203	5	6.64533	6.63937
Harris	204	5	6.72166	6.71062
Harris	205	5	6.02642	6.01534
Harris	206	5	5.1528	5.14772
Harris	207	5	5.28347	5.27692
Harris	208	5	5.59484	5.58763
Harris	209	5	5.67417	5.66546
Harris	210	5	5.26226	5.25655
Harris	211	5	5.30447	5.29805
Harris	212	5	5.42367	5.41751
Harris	213	5	6.47121	6.46017
Harris	214	5	5.81425	5.80509
Harris	215	5	5.85588	5.84934
Harris	216	5	5.96813	5.96084
Harris	217	5	5.52409	5.51809
Harris	218	5	7.09983	7.09016
Harris	219	5	5.40034	5.39384
Harris	220	5	5.18742	5.18251
Harris	221	5	5.90155	5.89496
Harris	222	5	7.20995	7.19975
Harris	223	5	5.90217	5.89188
Harris	224	5	5.41596	5.41067
Harris	225	5	5.58655	5.58005
Harris	226	4	5.44213	5.43563
Harris	227	4	5.72763	5.71809
Harris	228	4	5.72834	5.71884
Harris	229	4	5.27592	5.27026
Harris	230	4	4.88922	4.88239
Harris	231	4	5.48176	5.47447
Harris	232	4	7.33458	7.32587
Harris	233	4	5.7348	5.72459
Harris	234	4	5.00664	5.00026
Harris	235	4	5.00038	4.99422
Harris	236	4	4.93464	4.92805
Harris	237	4	4.93764	4.93122
Harris	238	4	5.49071	5.48192
Harris	239	4	5.03134	5.0258
Harris	240	4	4.96876	4.96272
Harris	241	4	4.79005	4.78405
Harris	242	4	6.09013	6.08029
Name	frame_num	pts_tracked	loop_time	track_time
Shi Tomasi	0	30	10.1631	10.1569
Shi Tomasi	1	29	17.8712	17.8639
Shi Tomasi	2	29	16.0173	16.0106
Shi Tomasi	3	28	29.1371	29.1304
Shi Tomasi	4	26	15.9848	15.9749
Shi Tomasi	5	25	13.2709	13.2647
Shi Tomasi	6	25	12.8729	12.8652
Shi Tomasi	7	25	13.1102	13.1037
Shi Tomasi	8	25	14.5652	14.5581
Shi Tomasi	9	25	14.5857	14.5779
Shi Tomasi	10	25	14.6748	14.6673
Shi Tomasi	11	24	19.5658	19.5592
Shi Tomasi	12	24	14.2545	14.2423
Shi Tomasi	13	24	15.7626	15.7555
Shi Tomasi	14	24	18.2649	18.2579
Shi Tomasi	15	24	13.7385	13.7306
Shi Tomasi	16	24	12.6775	12.6707
Shi Tomasi	17	24	13.926	13.9197
Shi Tomasi	18	24	16.6647	16.6573
Shi Tomasi	19	24	15.0859	15.076
Shi Tomasi	20	24	13.5624	13.554
Shi Tomasi	21	24	12.1657	12.1591
Shi Tomasi	22	24	12.655	12.6475
Shi Tomasi	23	24	12.3445	12.3387
Shi Tomasi	24	24	13.8434	13.8334
Shi Tomasi	25	24	13.2343	13.2264
Shi Tomasi	26	24	12.8377	12.8314
Shi Tomasi	27	24	12.4963	12.4894
Shi Tomasi	28	24	13.1245	13.1123
Shi Tomasi	29	24	13.9315	13.9214
Shi Tomasi	30	24	13.3351	13.3287
Shi Tomasi	31	24	13.5497	13.5424
Shi Tomasi	32	24	20.9295	20.9207
Shi Tomasi	33	20	15.084	15.0762
Shi Tomasi	34	18	10.2208	10.2142
Shi Tomasi	35	17	9.68998	9.68406
Shi Tomasi	36	17	13.0768	13.0677
Shi Tomasi	37	16	15.2689	15.2616
Shi Tomasi	38	15	15.2252	15.2187
Shi Tomasi	39	12	14.7906	14.7832
Shi Tomasi	40	8	8.84961	8.84182
Shi Tomasi	41	7	7.28891	7.27912
Shi Tomasi	42	7	6.53142	6.5245
Shi Tomasi	43	7	7.65991	7.65153
Shi Tomasi	44	7	6.09692	6.09046
Shi Tomasi	45	7	6.42458	6.41146
Shi Tomasi	46	7	6.69391	6.68616
Shi Tomasi	47	7	6.68396	6.67387
Shi Tomasi	48	7	6.11521	6.10913
Shi Tomasi	49	7	6.06	6.05284
Shi Tomasi	50	7	5.88938	5.88196
Shi Tomasi	51	7	6.14617	6.13717
Shi Tomasi	52	7	6.83654	6.82629
Shi Tomasi	53	7	6.64375	6.63662
Shi Tomasi	54	7	6.12738	6.12025
Shi Tomasi	55	7	8.5614	8.55486
Shi Tomasi	56	7	6.55612	6.54558
Shi Tomasi	57	7	6.56583	6.55483
Shi Tomasi	58	7	6.04396	6.03675
Shi Tomasi	59	7	6.08117	6.07413
Shi Tomasi	60	7	6.14208	6.13534
Shi Tomasi	61	7	6.21683	6.20875
Shi Tomasi	62	7	6.92816	6.91395
Shi Tomasi	63	7	7.08583	7.07866
Shi Tomasi	64	7	8.63265	8.62632
Shi Tomasi	65	7	9.43498	9.42831
Shi Tomasi	66	7	6.83087	6.82379
Shi Tomasi	67	7	6.96945	6.95908
Shi Tomasi	68	7	6.10742	6.1005
Shi Tomasi	69	7	6.11704	6.11109
Shi Tomasi	70	7	6.10125	6.09479
Shi Tomasi	71	7	5.9493	5.94263
Shi Tomasi	72	7	6.84116	6.83091
Shi Tomasi	73	7	6.69583	6.68667
Shi Tomasi	74	7	6.24396	6.23746
Shi Tomasi	75	7	6.23546	6.22867
Shi Tomasi	76	7	6.00546	5.99629
Shi Tomasi	77	7	6.96829	6.958
Shi Tomasi	78	7	6.3135	6.30746
Shi Tomasi	79	7	6.27317	6.26633
Shi Tomasi	80	7	6.83625	6.83008
Shi Tomasi	81	7	7.08321	7.07233
Shi Tomasi	82	7	7.6752	7.66712
Shi Tomasi	83	7	6.74008	6.73067
Shi Tomasi	84	7	6.45821	6.45196
Shi Tomasi	85	7	5.91455	5.90717
Shi Tomasi	86	7	7.00108	6.98991
Shi Tomasi	87	7	7.60516	7.59887
Shi Tomasi	88	7	5.91492	5.90829
Shi Tomasi	89	7	5.916	5.90925
Shi Tomasi	90	7	7.39016	7.38016
Shi Tomasi	91	7	7.28279	7.27287
Shi Tomasi	92	7	6.74467	6.73512
Shi Tomasi	93	7	6.18029	6.17375
Shi Tomasi	94	7	6.22154	6.21454
Shi Tomasi	95	7	7.39399	7.38637
Shi Tomasi	96	7	7.38658	7.37683
Shi Tomasi	97	7	7.58537	7.57537
Shi Tomasi	98	7	5.90113	5.8945
Shi Tomasi	99	7	6.53358	6.52717
Shi Tomasi	100	7	7.54478	7.5382
Shi Tomasi	101	7	7.11825	7.10837
Shi Tomasi	102	7	6.87733	6.86662
Shi Tomasi	103	7	6.52254	6.51592
Shi Tomasi	104	7	6.13742	6.13042
Shi Tomasi	105	7	7.04329	7.03687
Shi Tomasi	106	7	6.60471	6.59587
Shi Tomasi	107	7	7.71745	7.70683
Shi Tomasi	108	7	8.54124	8.53482
Shi Tomasi	109	7	8.15532	8.1494
Shi Tomasi	110	7	7.6647	7.65803
Shi Tomasi	111	7	7.6212	7.61016
Shi Tomasi	112	7	6.77808	6.76779
Shi Tomasi	113	6	6.57342	6.56629
Shi Tomasi	114	6	6.2455	6.23825
Shi Tomasi	115	6	6.00184	5.99521
Shi Tomasi	116	6	5.75988	5.75296
Shi Tomasi	117	6	6.46992	6.45896
Shi Tomasi	118	6	6.14004	6.13109
Shi Tomasi	119	6	5.75838	5.75125
Shi Tomasi	120	6	5.54676	5.54059
Shi Tomasi	121	6	5.96925	5.93646
Shi Tomasi	122	6	8.35224	8.34182
Shi Tomasi	123	5	5.54542	5.53846
Shi Tomasi	124	5	5.33447	5.32717
Shi Tomasi	125	5	5.38638	5.38005
Shi Tomasi	126	5	5.3158	5.30851
Shi Tomasi	127	4	6.64837	6.63921
Shi Tomasi	128	4	5.80046	5.78917
Shi Tomasi	129	4	4.8988	4.89255
Shi Tomasi	130	4	4.86989	4.86318
Shi Tomasi	131	4	5.25976	5.25288
Shi Tomasi	132	4	5.22872	5.22113
Shi Tomasi	133	4	5.46709	5.45667
Shi Tomasi	134	4	4.85322	4.84614
Shi Tomasi	135	4	4.89601	4.88955
Shi Tomasi	136	4	4.9923	4.98463
Shi Tomasi	137	4	4.78147	4.77472
Shi Tomasi	138	4	5.97854	5.9668
Shi Tomasi	139	4	5.19472	5.18813
Shi Tomasi	140	4	5.15742	5.15092
Shi Tomasi	141	4	5.20184	5.19513
Shi Tomasi	142	4	5.11297	5.10601
Shi Tomasi	143	3	5.52855	5.52188
Shi Tomasi	144	3	4.77159	4.7653
Shi Tomasi	145	3	4.63989	4.63351
Shi Tomasi	146	3	5.0863	5.07376
Shi Tomasi	147	3	5.1538	5.14463
Shi Tomasi	148	3	5.16542	5.15863
Shi Tomasi	149	3	5.05768	5.05192
Shi Tomasi	150	3	4.57064	4.56472
Shi Tomasi	151	3	4.39351	4.3873
Shi Tomasi	152	3	4.62414	4.61455
Shi Tomasi	153	3	5.09647	5.08726
Shi Tomasi	154	3	4.85647	4.84772
Shi Tomasi	155	3	4.51889	4.51255
Shi Tomasi	156	3	4.58855	4.58218
Shi Tomasi	157	3	4.7798	4.77351
Shi Tomasi	158	3	5.55159	5.54342
Shi Tomasi	159	3	4.5541	4.54735
Shi Tomasi	160	3	4.62489	4.61864
Shi Tomasi	161	3	4.43335	4.42593
Shi Tomasi	162	3	4.5638	4.55839
Shi Tomasi	163	3	5.46467	5.45467
Shi Tomasi	164	3	5.10551	5.09526
Shi Tomasi	165	3	4.66905	4.66247
Shi Tomasi	166	3	4.51339	4.50701
Shi Tomasi	167	3	4.64222	4.63593
Shi Tomasi	168	3	5.04705	5.04155
Shi Tomasi	169	3	5.13388	5.12447
Shi Tomasi	170	3	4.64314	4.63705
Shi Tomasi	171	3	4.84189	4.83534
Shi Tomasi	172	3	4.67547	4.66818
Shi Tomasi	173	3	4.47472	4.46814
Shi Tomasi	174	3	4.94638	4.93634
Shi Tomasi	175	3	4.56276	4.55672
Shi Tomasi	176	3	5.00622	4.99988
Shi Tomasi	177	3	4.49714	4.49147
Shi Tomasi	178	3	4.60726	4.60076
Shi Tomasi	179	3	5.08459	5.07497
Shi Tomasi	180	3	4.50276	4.49722
Shi Tomasi	181	3	4.64614	4.63968
Shi Tomasi	182	3	4.51564	4.50885
Shi Tomasi	183	3	4.53397	4.52797
Shi Tomasi	184	3	5.08455	5.07517
Shi Tomasi	185	3	4.54485	4.53876
Shi Tomasi	186	3	4.69909	4.69285
Shi Tomasi	187	3	4.81901	4.81243
Shi Tomasi	188	3	4.64734	4.64089
Shi Tomasi	189	3	5.26538	5.25563
Shi Tomasi	190	3	5.35276	5.3443
Shi Tomasi	191	3	4.75384	4.74734
Shi Tomasi	192	3	4.62451	4.61668
Shi Tomasi	193	3	4.63743	4.63018
Shi Tomasi	194	3	4.6393	4.63309
Shi Tomasi	195	3	4.95564	4.94647
Shi Tomasi	196	3	4.46926	4.46272
Shi Tomasi	197	3	4.52318	4.5166
Shi Tomasi	198	3	4.4683	4.46226
Shi Tomasi	199	3	4.60797	4.60172
Shi Tomasi	200	3	4.66655	4.66001
Shi Tomasi	201	3	4.85134	4.84143
Shi Tomasi	202	3	5.99642	5.99029
Shi Tomasi	203	3	5.44051	5.43355
Shi Tomasi	204	3	4.8908	4.88413
Shi Tomasi	205	3	4.54751	4.54022
Shi Tomasi	206	3	4.91076	4.90101
Shi Tomasi	207	3	4.56768	4.56172
Shi Tomasi	208	3	4.75847	4.75201
Shi Tomasi	209	3	4.51889	4.51239
Shi Tomasi	210	3	4.95072	4.93989
Shi Tomasi	211	3	4.62872	4.62259
Shi Tomasi	212	3	4.5168	4.50997
Shi Tomasi	213	3	4.54776	4.54055
Shi Tomasi	214	3	4.57822	4.5731
Shi Tomasi	215	3	5.42051	5.41055
Shi Tomasi	216	3	4.87151	4.86526
Shi Tomasi	217	3	4.67818	4.67051
Shi Tomasi	218	3	5.35576	5.34984
Shi Tomasi	219	3	4.6208	4.61364
Shi Tomasi	220	3	4.9013	4.8908
Shi Tomasi	221	3	4.90651	4.90034
Shi Tomasi	222	3	4.99634	4.98984
Shi Tomasi	223	3	4.44164	4.43522
Shi Tomasi	224	3	4.55147	4.54401
Shi Tomasi	225	3	5.02943	5.01976
Shi Tomasi	226	3	5.05134	5.04176
Shi Tomasi	227	3	4.5241	4.51701
Shi Tomasi	228	3	4.55947	4.55309
Shi Tomasi	229	3	4.58576	4.5801
Shi Tomasi	230	3	4.5573	4.55093
Shi Tomasi	231	3	5.48105	5.47076
Shi Tomasi	232	3	5.47801	5.47205
Shi Tomasi	233	3	4.7238	4.71809
Shi Tomasi	234	3	4.66505	4.65826
Shi Tomasi	235	3	4.6131	4.60551
Shi Tomasi	236	3	4.60126	4.59501
Shi Tomasi	237	3	5.21655	5.20713
Shi Tomasi	238	3	4.65409	4.64726
Shi Tomasi	239	3	4.47218	4.46555
Shi Tomasi	240	3	4.53997	4.53351
Shi Tomasi	241	3	4.57039	4.56485
Shi Tomasi	242	3	4.93818	4.9283
Name	frame_num	pts_tracked	loop_time	track_time
FAST	0	30	10.1602	10.1535
FAST	1	30	15.4593	15.453
FAST	2	30	16.2872	16.2793
FAST	3	28	29.8707	29.8633
FAST	4	23	14.6358	14.6248
FAST	5	19	12.7015	12.6905
FAST	6	16	9.83723	9.83127
FAST	7	15	8.95844	8.95182
FAST	8	15	8.93823	8.93211
FAST	9	15	9.42919	9.42165
FAST	10	15	9.98368	9.97602
FAST	11	15	10.1776	10.1722
FAST	12	15	8.94832	8.9414
FAST	13	15	9.8861	9.88027
FAST	14	15	11.913	11.9017
FAST	15	15	9.84339	9.83173
FAST	16	15	9.00502	8.99957
FAST	17	15	9.51115	9.50448
FAST	18	15	10.8922	10.8857
FAST	19	15	8.99902	8.9934
FAST	20	15	9.91214	9.90114
FAST	21	15	8.88553	8.87877
FAST	22	15	9.15652	9.15069
FAST	23	15	9.03165	9.02603
FAST	24	15	9.7069	9.6964
FAST	25	15	10.056	10.0458
FAST	26	15	9.15244	9.14677
FAST	27	15	9.05594	9.04969
FAST	28	15	9.11165	9.10519
FAST	29	15	9.89214	9.8836
FAST	30	15	9.95556	9.94552
FAST	31	15	9.08811	9.08161
FAST	32	15	11.9146	11.9078
FAST	33	12	10.9534	10.9473
FAST	34	11	8.17811	8.16886
FAST	35	11	7.95816	7.94795
FAST	36	11	7.57603	7.56895
FAST	37	11	8.43436	8.4282
FAST	38	11	8.51961	8.51315
FAST	39	11	9.33852	9.32836
FAST	40	11	8.5939	8.58557
FAST	41	11	7.72124	7.7152
FAST	42	11	8.26736	8.26132
FAST	43	11	8.54161	8.53519
FAST	44	11	7.97982	7.96928
FAST	45	11	7.34124	7.33374
FAST	46	11	7.81495	7.80899
FAST	47	11	7.3607	7.35428
FAST	48	11	8.49499	8.48753
FAST	49	11	8.23616	8.22757
FAST	50	11	7.36629	7.36029
FAST	51	11	7.48949	7.48299
FAST	52	11	7.63191	7.62583
FAST	53	11	8.33232	8.32282
FAST	54	11	7.58278	7.57487
FAST	55	11	9.4086	9.40265
FAST	56	11	7.68378	7.6777
FAST	57	11	8.92015	8.91094
FAST	58	11	7.58195	7.57545
FAST	59	11	7.37858	7.37137
FAST	60	11	7.71608	7.70749
FAST	61	11	8.48324	8.47178
FAST	62	11	8.59944	8.58924
FAST	63	11	8.30453	8.29766
FAST	64	11	9.25398	9.24761
FAST	65	11	9.86648	9.86006
FAST	66	11	9.18748	9.17844
FAST	67	11	8.56344	8.55582
FAST	68	11	7.83366	7.82682
FAST	69	11	7.94161	7.93549
FAST	70	11	8.14766	8.13578
FAST	71	11	8.17611	8.16686
FAST	72	11	7.75403	7.74582
FAST	73	11	8.07016	8.0637
FAST	74	11	7.94836	7.94199
FAST	75	11	8.9969	8.98748
FAST	76	11	7.60116	7.59428
FAST	77	11	8.08436	8.07861
FAST	78	11	7.70687	7.70033
FAST	79	11	9.02548	9.01769
FAST	80	11	8.81636	8.80844
FAST	81	11	7.77445	7.7682
FAST	82	11	8.16457	8.15703
FAST	83	11	8.25595	8.24445
FAST	84	11	8.73544	8.72519
FAST	85	11	7.65916	7.65091
FAST	86	11	7.57308	7.56641
FAST	87	11	9.48852	9.48185
FAST	88	11	8.58169	8.57057
FAST	89	11	8.11453	8.10695
FAST	90	11	8.99227	8.98627
FAST	91	11	8.02412	8.01782
FAST	92	11	7.90195	7.89116
FAST	93	11	7.4267	7.4197
FAST	94	11	7.63608	7.62999
FAST	95	11	8.02562	8.01928
FAST	96	11	9.84173	9.79639
FAST	97	11	9.30486	9.29819
FAST	98	11	7.29862	7.29104
FAST	99	11	8.10316	8.09741
FAST	100	11	9.1349	9.12861
FAST	101	11	8.59749	8.58715
FAST	102	11	7.56324	7.55624
FAST	103	11	7.97241	7.96557
FAST	104	11	7.99661	7.99041
FAST	105	11	9.62798	9.61802
FAST	106	11	8.56715	8.56069
FAST	107	11	8.41778	8.41165
FAST	108	11	9.24765	9.24111
FAST	109	11	8.6229	8.6169
FAST	110	11	8.96065	8.95136
FAST	111	11	7.67195	7.66603
FAST	112	11	7.45254	7.4462
FAST	113	11	8.27895	8.27253
FAST	114	11	9.81285	9.80214
FAST	115	11	8.68357	8.67557
FAST	116	11	7.43166	7.42445
FAST	117	11	7.45687	7.45058
FAST	118	11	7.60928	7.60178
FAST	119	11	8.22678	8.21653
FAST	120	11	7.43699	7.42991
FAST	121	11	7.54862	7.54112
FAST	122	11	9.22382	9.21765
FAST	123	11	8.49074	8.4809
FAST	124	11	8.33982	8.33257
FAST	125	11	7.49003	7.48308
FAST	126	11	7.59837	7.59087
FAST	127	10	8.0172	8.00966
FAST	128	10	8.62407	8.61374
FAST	129	10	6.99912	6.9932
FAST	130	10	6.95287	6.94637
FAST	131	10	8.12961	8.12311
FAST	132	10	8.9934	8.98432
FAST	133	10	7.87141	7.86378
FAST	134	10	7.13583	7.12879
FAST	135	10	7.1297	7.12233
FAST	136	10	7.3052	7.29895
FAST	137	10	7.52741	7.51678
FAST	138	10	8.3334	8.32732
FAST	139	10	7.47312	7.46387
FAST	140	10	7.67328	7.66478
FAST	141	10	8.46115	8.44999
FAST	142	10	8.46628	8.45832
FAST	143	9	12.3154	12.3078
FAST	144	5	7.59658	7.5892
FAST	145	5	5.75842	5.75188
FAST	146	5	5.67184	5.66226
FAST	147	5	5.6493	5.64217
FAST	148	5	6.09429	6.08713
FAST	149	5	6.22809	6.22096
FAST	150	5	6.16204	6.15238
FAST	151	5	5.93046	5.91904
FAST	152	5	5.09976	5.09293
FAST	153	5	5.30422	5.29784
FAST	154	5	5.27497	5.26888
FAST	155	5	5.63759	5.62759
FAST	156	5	5.37351	5.36622
FAST	157	5	5.68109	5.67476
FAST	158	5	8.38299	8.37282
FAST	159	5	5.90613	5.89471
FAST	160	5	5.54913	5.54334
FAST	161	5	5.27222	5.26663
FAST	162	5	5.33138	5.32571
FAST	163	5	6.29292	6.28334
FAST	164	5	5.89346	5.88413
FAST	165	5	5.4073	5.40076
FAST	166	5	5.27763	5.27163
FAST	167	5	5.47063	5.46363
FAST	168	5	7.46678	7.45904
FAST	169	5	6.36437	6.35421
FAST	170	5	5.28676	5.28067
FAST	171	5	5.87859	5.87075
FAST	172	5	5.76363	5.75746
FAST	173	5	6.0185	6.0085
FAST	174	5	5.26892	5.26309
FAST	175	5	5.41784	5.41151
FAST	176	5	5.75334	5.747
FAST	177	5	6.16359	6.15463
FAST	178	5	6.12463	6.11438
FAST	179	5	5.44338	5.4373
FAST	180	5	5.32384	5.31747
FAST	181	5	5.45642	5.44959
FAST	182	5	5.85484	5.84425
FAST	183	5	5.26705	5.26101
FAST	184	5	5.3858	5.37917
FAST	185	5	5.41417	5.40813
FAST	186	5	6.34975	6.34187
FAST	187	5	6.46175	6.45137
FAST	188	5	5.26163	5.25568
FAST	189	5	5.55401	5.54738
FAST	190	5	5.46697	5.46117
FAST	191	5	5.83667	5.826
FAST	192	5	5.50342	5.49755
FAST	193	5	5.46138	5.45405
FAST	194	5	5.30522	5.29826
FAST	195	5	6.266	6.25779
FAST	196	5	5.77513	5.76417
FAST	197	5	5.16776	5.16159
FAST	198	5	5.29197	5.28667
FAST	199	5	5.61955	5.61392
FAST	200	5	6.10713	6.09754
FAST	201	5	5.24351	5.23747
FAST	202	5	7.55087	7.54453
FAST	203	5	8.0537	8.04732
FAST	204	4	6.31487	6.30608
FAST	205	4	5.51017	5.50117
FAST	206	4	4.7818	4.77547
FAST	207	4	4.87922	4.87318
FAST	208	4	5.04872	5.04284
FAST	209	4	4.8588	4.85251
FAST	210	4	5.39426	5.38426
FAST	211	4	5.00255	4.99597
FAST	212	4	5.06051	5.05455
FAST	213	4	4.8198	4.81305
FAST	214	4	5.77892	5.7718
FAST	215	4	5.48092	5.47321
FAST	216	4	5.48326	5.47617
FAST	217	4	5.21755	5.21113
FAST	218	4	6.8775	6.86554
