Name	frame_num	pts_tracked	pts_added	loop_time	track_time	mgmt_time
Shi Tomasi	229	30	0	17.0876	17.0778	0.004875
Shi Tomasi	230	28	2	32.6048	15.4993	17.0993
Shi Tomasi	231	30	0	18.1238	18.1158	0.00375
Shi Tomasi	232	30	0	27.049	27.0407	0.002875
Shi Tomasi	233	30	0	16.6389	16.6318	0.002875
Shi Tomasi	234	30	0	15.315	15.3063	0.003542
Shi Tomasi	235	30	0	15.371	15.3636	0.00325
Shi Tomasi	236	30	0	15.8662	15.854	0.006041
Shi Tomasi	237	30	0	16.8952	16.8852	0.00425
Shi Tomasi	238	30	0	15.4615	15.454	0.003458
Shi Tomasi	239	30	0	15.3844	15.3758	0.003875
Shi Tomasi	240	30	0	14.8182	14.8103	0.003625
Shi Tomasi	241	30	0	14.9964	14.9846	0.005958
Shi Tomasi	242	30	0	15.2206	15.212	0.004208
Name	frame_num	pts_tracked	pts_added	loop_time	track_time	mgmt_time
FAST	0	30	0	9.92064	9.91306	0.003667
FAST	1	30	0	15.3445	15.3351	0.00475
FAST	2	30	0	15.5996	15.5869	0.006375
FAST	3	28	2	32.107	30.4281	1.67216
FAST	4	25	5	16.0239	14.4112	1.60791
FAST	5	26	4	16.1374	14.4964	1.63603
FAST	6	27	3	16.5908	14.9717	1.61282
FAST	7	29	1	15.4779	13.8941	1.57903
FAST	8	30	0	14.9195	14.9115	0.003833
FAST	9	30	0	15.5571	15.5494	0.003333
FAST	10	30	0	15.276	15.2659	0.004958
FAST	11	30	0	16.8326	16.8248	0.003041
FAST	12	30	0	14.8334	14.8264	0.002875
FAST	13	30	0	16.0216	16.0141	0.003333
FAST	14	30	0	20.0461	20.0336	0.005792
FAST	15	30	0	14.8217	14.8141	0.003041
FAST	16	30	0	14.8193	14.8123	0.003083
FAST	17	30	0	15.6799	15.6719	0.003542
FAST	18	30	0	17.8196	17.8099	0.004917
FAST	19	30	0	16.1955	16.183	0.005166
