Harris	0	50
Harris	1	50
Harris	2	50
Harris	3	50
Harris	4	50
Harris	5	50
Harris	6	50
Harris	7	50
Harris	8	50
Harris	9	50
Harris	10	50
Harris	11	50
Harris	12	50
Harris	13	50
Harris	14	50
Harris	15	50
Harris	16	50
Harris	17	50
Harris	18	50
Harris	19	50
Harris	20	50
Harris	21	50
Harris	22	50
Harris	23	50
Harris	24	50
Harris	25	50
Harris	26	50
Harris	27	50
Harris	28	50
Harris	29	50
Harris	30	50
Harris	31	50
Harris	32	50
Harris	33	50
Harris	34	50
Harris	35	50
Harris	36	50
Harris	37	50
Harris	38	50
Harris	39	50
Harris	40	50
Harris	41	50
Harris	42	50
Harris	43	50
Harris	44	50
Harris	45	50
Harris	46	50
Harris	47	50
Harris	48	50
Harris	49	50
Harris	50	50
Harris	51	50
Harris	52	50
Harris	53	50
Harris	54	49
Harris	55	49
Harris	56	49
Harris	57	49
Harris	58	49
Harris	59	48
Harris	60	48
Harris	61	47
Harris	62	47
Harris	63	47
Harris	64	47
Harris	65	45
Harris	66	42
Harris	67	40
Harris	68	39
Harris	69	38
Harris	70	38
Harris	71	37
Harris	72	36
Harris	73	36
Harris	74	36
Harris	75	36
Harris	76	36
Harris	77	36
Harris	78	36
Harris	79	36
Harris	80	36
Harris	81	36
Harris	82	36
Harris	83	36
Harris	84	36
Harris	85	36
Harris	86	35
Harris	87	35
Harris	88	35
Harris	89	34
Harris	90	34
Harris	91	33
Harris	92	33
Harris	93	33
Harris	94	33
Harris	95	25
Harris	96	16
Harris	97	9
Harris	98	8
Harris	99	8
Harris	100	8
Harris	101	8
Harris	102	8
Harris	103	6
Harris	104	6
Harris	105	6
Harris	106	4
Harris	107	3
Harris	108	1
Harris	109	1
Harris	110	1
Harris	111	1
Harris	112	1
Harris	113	1
Harris	114	1
Harris	115	1
Harris	116	1
Harris	117	1
Harris	118	1
Harris	119	1
Harris	120	1
Harris	121	1
Harris	122	1
Harris	123	1
Harris	124	1
Harris	125	1
Harris	126	1
Harris	127	1
Harris	128	1
Harris	129	1
Harris	130	1
Harris	131	1
Harris	132	1
Harris	133	1
Harris	134	1
Harris	135	1
Harris	136	1
Harris	137	1
Harris	138	1
Harris	139	1
Harris	140	1
Harris	141	1
Harris	142	1
Harris	143	1
Harris	144	1
Harris	145	1
Harris	146	1
Harris	147	1
Harris	148	1
Harris	149	1
Harris	150	1
Harris	151	1
Harris	152	1
Harris	153	1
Harris	154	1
Harris	155	1
Harris	156	1
Harris	157	1
Harris	158	1
Harris	159	1
Harris	160	1
Harris	161	1
Harris	162	1
Harris	163	1
Harris	164	1
Harris	165	1
Harris	166	1
Harris	167	1
Harris	168	1
Harris	169	1
Harris	170	1
Harris	171	1
Harris	172	1
Harris	173	1
Harris	174	1
Harris	175	1
Harris	176	1
Harris	177	1
Harris	178	1
Harris	179	1
